ngsl_rank,ngsl_band,term,phonetic,definition_vi,part_of_speech,all_pos,level,track,is_function_word,family_size,word_family,needs_review
212,1000,without,/wɪˈθaʊt/,"không có, thiếu, mà không",Preposition,Preposition|Adverb|Conjunction|Noun,A1,Grammar,1,1,,0
213,1000,information,/ˌɪnfərˈmeɪʃən/,"thông tin, tin tức, tư liệu",Noun,Noun,A1,Kids,0,1,,0
214,1000,open,/ˈoʊpən/,"mở, mở ra, khai trương",Verb,Adjective|Noun|Verb,A1,Kids,0,5,opens opened opening openings,0
215,1000,order,/ˈɔːrdər/,"mệnh lệnh; đơn hàng, thứ tự",Noun,Noun|Verb,A1,Kids,0,4,orders ordered ordering,1
216,1000,government,/ˈɡʌvərmənt/,"chính phủ, chính quyền, nhà nước",Noun,Noun,A1,Kids,0,2,governments,0
217,1000,word,/wɜːrd/,"từ, chữ, lời nói",Noun,Noun|Verb,A1,Kids,0,5,words worded wording wordings,0
218,1000,issue,/ˈɪʃu/,"vấn đề, số báo, sự phát hành",Noun,Noun|Verb,A1,Kids,0,4,issues issued issuing,0
219,1000,market,/ˈmɑːrkət/,"thị trường, chợ, thương trường",Noun,Noun|Verb,A1,Kids,0,4,markets marketed marketing,0
220,1000,pay,/peɪ/,"trả, thanh toán, chi trả",Verb,Verb,A1,Kids,0,4,pays paid paying,0
221,1000,build,/bɪld/,"xây, xây dựng, dựng nên",Verb,Noun|Verb,A1,Kids,0,5,builds building buildings built,0
222,1000,hold,/hoʊld/,"giữ, cầm, nắm, tổ chức",Verb,Noun|Verb,A1,Kids,0,5,holds held holding holdings,0
223,1000,service,/ˈsɜːrvəs/,"dịch vụ, sự phục vụ, ngành",Noun,Noun|Verb,A1,Kids,0,4,services serviced servicing,0
224,1000,against,/əˈɡɛnst/,"chống lại, ngược với, dựa vào",Preposition,Preposition,A1,Grammar,1,1,,0
225,1000,believe,/bɪˈliːv/,"tin, tin tưởng, cho rằng",Verb,Verb,A1,Kids,0,4,believes believed believing,0
226,1000,second,/ˈsɛkənd/,"giây; thứ hai, hạng nhì",Noun,Adjective|Noun|Verb,A1,Kids,0,5,seconds seconded seconding sec,1
227,1000,though,/ðoʊ/,"mặc dù, dù, tuy nhiên",Conjunction,Conjunction|Adverb,A1,Grammar,1,1,,0
228,1000,yes,/jɛs/,"vâng, đúng, có, phải",Adverb,Adverb|Noun,A1,Kids,0,2,yeses,0
229,1000,love,/lʌv/,"yêu, yêu thương, thích",Verb,Noun|Verb,A1,Kids,0,4,loves loved loving,0
230,1000,increase,/ˌɪnˈkriːs/,"tăng, tăng lên, gia tăng",Verb,Noun|Verb,A1,Kids,0,4,increases increased increasing,0
231,1000,job,/dʒɑːb/,"việc làm, công việc, nghề",Noun,Noun|Verb,A1,Kids,0,3,jobs jobbing,0
232,1000,plan,/plæn/,"kế hoạch, dự định, đồ án",Noun,Noun|Verb,A1,Kids,0,4,plans planned planning,0
233,1000,result,/rɪˈzʌlt/,"kết quả, thành quả, hậu quả",Noun,Noun|Verb,A1,Kids,0,4,results resulted resulting,0
234,1000,away,/əˈweɪ/,"đi, xa, ra xa, đi khỏi",Adverb,Adverb,A1,Kids,0,1,,0
235,1000,example,/ɪɡˈzæmpəl/,"ví dụ, thí dụ, tấm gương",Noun,Noun|Verb,A1,Kids,0,2,examples,0
236,1000,happen,/ˈhæpən/,"xảy ra, xảy đến, tình cờ",Verb,Verb,A1,Kids,0,5,happens happened happening happenings,0
237,1000,offer,/ˈɔːfər/,"đề nghị, mời, cung cấp",Verb,Noun|Verb,A1,Kids,0,5,offers offered offering offerings,0
238,1000,young,/jʌŋ/,"trẻ, trẻ tuổi, non trẻ",Adjective,Adjective|Noun,A1,Kids,0,3,younger youngest,0
239,1000,close,/kloʊs/,"đóng, khép lại, đóng cửa",Verb,Adjective|Adverb|Noun|Verb,A1,Kids,0,6,closes closed closing closer closest,0
240,1000,program,/ˈproʊˌɡræm/,"chương trình, chương trình học",Noun,Noun|Verb,A1,Kids,0,8,programs programmed programming programme programmes programed programing,0
241,1000,lead,/lɛd/,"dẫn, dẫn dắt, lãnh đạo",Verb,Noun|Verb,A1,Kids,0,4,leads led leading,0
242,1000,buy,/baɪ/,"mua, mua sắm, sắm",Verb,Verb|Noun,A1,Kids,0,4,buys bought buying,0
243,1000,understand,/ˌʌndərˈstænd/,"hiểu, hiểu biết, thông cảm",Verb,Verb,A1,Kids,0,5,understands understood understanding understandings,0
244,1000,thank,/θæŋk/,"cảm ơn, cám ơn, tạ ơn",Verb,Verb,A1,Kids,0,4,thanks thanked thanking,0
245,1000,far,/fɑːr/,"xa, xa xôi, cách xa",Adverb,Adjective|Adverb|Noun,A1,Kids,0,3,farther farthest,0
246,1000,today,/təˈdeɪ/,"hôm nay, ngày nay, thời nay",Noun,Noun|Adverb,A1,Kids,0,1,,0
247,1000,hour,/ˈaʊər/,"giờ, tiếng đồng hồ, giờ khắc",Noun,Noun,A1,Kids,0,2,hours,0
248,1000,student,/ˈstuːdənt/,"học sinh, sinh viên, học viên",Noun,Noun,A1,Kids,0,2,students,0
249,1000,face,/feɪs/,"khuôn mặt, mặt, vẻ mặt",Noun,Noun|Verb,A1,Kids,0,4,faces faced facing,0
250,1000,hope,/hoʊp/,"hy vọng, mong, mong mỏi",Verb,Noun|Verb,A1,Kids,0,4,hopes hoped hoping,0
251,1000,idea,/aɪˈdiːə/,"ý tưởng, ý kiến, ý niệm",Noun,Noun,A1,Kids,0,2,ideas,0
252,1000,cost,/kɑːst/,"chi phí, giá thành, phí tổn",Noun,Noun|Verb,A1,Kids,0,3,costs costing,0
253,1000,less,/lɛs/,"ít hơn, kém hơn, nhỏ hơn",Adjective,Adjective|Adverb|Noun|Preposition,A1,Kids,0,1,,0
254,1000,room,/ruːm/,"phòng, căn phòng, chỗ trống",Noun,Noun|Verb,A1,Kids,0,4,rooms roomed rooming,0
255,1000,until,/ənˈtɪl/,"cho đến khi, mãi cho đến",Conjunction,Conjunction|Preposition,A1,Grammar,1,2,til,0
256,1000,reason,/ˈriːzən/,"lý do, nguyên nhân, lẽ phải",Noun,Noun|Verb,A1,Kids,0,4,reasons reasoned reasoning,0
257,1000,form,/fɔːrm/,"hình thức, dạng, mẫu đơn",Noun,Noun|Verb,A1,Kids,0,4,forms formed forming,0
258,1000,spend,/spɛnd/,"tiêu, chi tiêu; dành thời gian",Verb,Verb,A1,Kids,0,4,spends spending spent,1
259,1000,head,/hɛd/,"đầu, cái đầu; người đứng đầu",Noun,Noun|Verb,A1,Kids,0,5,heads headed heading headings,1
260,1000,car,/kɑːr/,"xe hơi, ô tô, xe",Noun,Noun,A1,Kids,0,2,cars,0
261,1000,learn,/lɜːrn/,"học, học hỏi, biết được",Verb,Verb,A1,Kids,0,5,learns learned learning learnt,0
262,1000,level,/ˈlɛvəl/,"mức, mức độ, cấp độ, trình độ",Noun,Noun|Adjective|Verb,A1,Kids,0,6,levels leveled leveling levelled levelling,0
263,1000,person,/ˈpɜːrsən/,"người, cá nhân, con người",Noun,Noun,A1,Kids,0,2,persons,0
264,1000,experience,/ɪkˈspɪriəns/,"kinh nghiệm, trải nghiệm, sự từng trải",Noun,Noun|Verb,A1,Kids,0,4,experiences experienced experiencing,0
265,1000,once,/wʌns/,"một lần; đã từng, ngày xưa",Adverb,Adverb|Conjunction|Noun,A1,Kids,0,1,,1
266,1000,member,/ˈmɛmbər/,"thành viên, hội viên, đoàn viên",Noun,Noun,A1,Kids,0,2,members,0
267,1000,enough,/ɪˈnʌf/,"đủ, đầy đủ, vừa đủ",Adjective,Adjective|Noun|Adverb,A1,Kids,0,1,,0
268,1000,bad,/bæd/,"xấu, tồi, tệ, dở",Adjective,Adjective|Noun,A1,Kids,0,4,worse worst baddest,0
269,1000,city,/ˈsɪti/,"thành phố, đô thị, thành thị",Noun,Noun,A1,Kids,0,2,cities,0
270,1000,night,/naɪt/,"đêm, ban đêm, buổi tối",Noun,Noun,A1,Kids,0,2,nights,0
271,1000,able,/ˈeɪbəl/,"có thể, có khả năng, tài giỏi",Adjective,Adjective,A1,Kids,0,3,abler ablest,0
272,1000,support,/səˈpɔːrt/,"ủng hộ, hỗ trợ, nâng đỡ",Verb,Noun|Verb,A1,Kids,0,4,supports supported supporting,0
273,1000,whether,/ˈwɛðər/,"liệu, có hay không, dù",Conjunction,Conjunction|Pronoun,A1,Grammar,1,1,,0
274,1000,line,/laɪn/,"đường, đường kẻ; dòng, hàng",Noun,Noun|Verb,A1,Kids,0,4,lines lined lining,1
275,1000,present,/ˈprɛzənt/,"hiện tại, đương thời; có mặt",Adjective,Adjective|Noun|Verb,A1,Kids,0,4,presents presented presenting,1
276,1000,side,/saɪd/,"bên, phía, mặt, cạnh",Noun,Noun|Verb,A1,Kids,0,5,sides sided siding sidings,0
277,1000,quite,/kwaɪt/,"khá, hoàn toàn, rất",Adverb,Adverb,A1,Kids,0,1,,0
278,1000,although,/ˌɔːlˈðoʊ/,"mặc dù, dù rằng, tuy",Conjunction,Conjunction,A1,Grammar,1,1,,0
279,1000,sure,/ʃʊr/,"chắc chắn, chắc, tin chắc",Adjective,Adjective|Adverb,A1,Kids,0,3,surer surest,0
280,1000,term,/tɜːrm/,"thuật ngữ, kỳ hạn, học kỳ",Noun,Noun|Verb,A1,Kids,0,4,terms termed terming,0
281,1000,least,/liːst/,"ít nhất, nhỏ nhất, tối thiểu",Adjective,Adjective|Adverb|Noun,A1,Kids,0,1,,0
282,1000,age,/eɪdʒ/,"tuổi, độ tuổi, thời đại",Noun,Noun,A1,Kids,0,5,ages aged aging ageing,0
283,1000,low,/loʊ/,"thấp, hạ, kém, thấp kém",Adjective,Noun|Verb|Adjective,A1,Kids,0,9,lows lowed lowing lower lowest lowers lowered lowering,0
284,1000,speak,/spiːk/,"nói, nói chuyện, phát biểu",Verb,Verb,A1,Kids,0,5,speaks spoke speaking spoken,0
285,1000,within,/wɪˈðɪn/,"trong, bên trong, trong vòng",Preposition,Preposition|Adverb|Noun,A1,Grammar,1,1,,0
286,1000,process,/ˈprɑːˌsɛs/,"quá trình, quy trình, tiến trình",Noun,Noun|Verb,A1,Kids,0,4,processes processed processing,0
287,1000,public,/ˈpʌblɪk/,"công cộng, công khai, chung",Adjective,Adjective|Noun,A1,Kids,0,2,publics,0
288,1000,often,/ˈɔːfən/,"thường, thường xuyên, hay",Adverb,Adverb,A1,Kids,0,1,,0
289,1000,train,/treɪn/,"tàu hỏa, xe lửa, đoàn tàu",Noun,Noun|Verb,A1,Kids,0,5,trains trained training trainings,0
290,1000,possible,/ˈpɑːsəbəl/,"có thể, khả thi, có khả năng",Adjective,Adjective|Noun,A1,Kids,0,1,,0
291,1000,actually,/ˈækˌtʃuːəli/,"thực ra, thật ra, thực tế",Adverb,Adverb,A1,Kids,0,1,,0
292,1000,rather,/ˈræðər/,"khá, hơi; đúng hơn là",Adverb,Adverb,A1,Kids,0,1,,1
293,1000,view,/vjuː/,"quan điểm, cách nhìn; cảnh vật",Noun,Noun|Verb,A1,Kids,0,4,views viewed viewing,1
294,1000,together,/təˈɡɛðər/,"cùng nhau, với nhau, chung",Adverb,Adverb,A1,Kids,0,1,,0
295,1000,consider,/kənˈsɪdər/,"xem xét, cân nhắc, coi là",Verb,Verb,A1,Kids,0,4,considers considered considering,0
296,1000,price,/praɪs/,"giá, giá cả, giá tiền",Noun,Noun|Verb,A1,Kids,0,5,prices priced pricing pricings,0
297,1000,parent,/ˈpɛrənt/,"cha mẹ, phụ huynh, bố mẹ",Noun,Noun,A1,Kids,0,4,parents parented parenting,0
298,1000,hard,/hɑːrd/,"khó, cứng, vất vả",Adjective,Adjective|Adverb|Noun,A1,Kids,0,3,harder hardest,0
299,1000,party,/ˈpɑːrti/,"bữa tiệc; đảng phái, bên",Noun,Noun,A1,Kids,0,4,parties partied partying,1
300,1000,local,/ˈloʊkəl/,"địa phương, cục bộ, nội bộ",Adjective,Adjective|Noun,A1,Kids,0,2,locals,0
301,1000,control,/kənˈtroʊl/,"kiểm soát, điều khiển, khống chế",Verb,Noun|Verb,A1,Kids,0,4,controls controlled controlling,0
302,1000,already,/ɔːlˈrɛdi/,"đã, đã rồi, rồi",Adverb,Adverb,A1,Kids,0,1,,0
303,1000,concern,/kənˈsɜːrn/,"mối lo ngại, sự quan tâm, mối bận tâm",Noun,Noun|Verb,A1,Kids,0,4,concerns concerned concerning,0
304,1000,product,/ˈprɑːdəkt/,"sản phẩm, sản vật, tích số",Noun,Noun,A1,Kids,0,2,products,0
305,1000,lose,/luːz/,"mất, thua, đánh mất",Verb,Verb,A1,Kids,0,4,loses lost losing,0
306,1000,story,/ˈstɔːri/,"câu chuyện, truyện, tầng nhà",Noun,Noun,A1,Kids,0,5,stories storied storey storys,0
307,1000,almost,/ˈɔːlˌmoʊst/,"hầu như, gần như, suýt",Adverb,Adverb,A1,Kids,0,1,,0
308,1000,continue,/kənˈtɪnju/,"tiếp tục, tiếp diễn, kéo dài",Verb,Verb,A1,Kids,0,4,continues continued continuing,0
309,1000,stand,/stænd/,"đứng, đứng vững, chịu đựng",Verb,Noun|Verb,A1,Kids,0,4,stands stood standing,0
310,1000,whole,/hoʊl/,"toàn bộ, cả, nguyên vẹn",Adjective,Adjective|Noun,A1,Kids,0,2,wholes,0
311,1000,yet,/jɛt/,"chưa, vẫn chưa; tuy nhiên",Adverb,Adverb|Conjunction,A1,Kids,0,1,,1
312,1000,rate,/reɪt/,"tỷ lệ, mức, tốc độ, giá biểu",Noun,Noun|Verb,A1,Kids,0,5,rates rated rating ratings,0
313,1000,care,/kɛr/,"quan tâm, để ý, chăm sóc",Verb,Noun|Verb,A1,Kids,0,4,cares cared caring,0
314,1000,expect,/ɪkˈspɛkt/,"mong đợi, kỳ vọng, dự kiến",Verb,Verb,A1,Kids,0,4,expects expected expecting,0
315,1000,effect,/ɪˈfɛkt/,"ảnh hưởng, tác dụng, hiệu quả",Noun,Noun|Verb,A1,Kids,0,4,effects effected effecting,0
316,1000,sort,/sɔːrt/,"loại, kiểu, hạng, thứ",Noun,Noun|Verb,A1,Kids,0,4,sorts sorted sorting,0
317,1000,ever,/ˈɛvər/,"từng, bao giờ, mãi mãi",Adverb,Adverb,A1,Kids,0,1,,0
318,1000,anything,/ˈɛniˌθɪŋ/,"bất cứ điều gì, cái gì đó",Pronoun,Pronoun|Noun,A1,Grammar,1,1,,0
319,1000,cause,/kɑːz/,"gây ra, gây nên, làm cho",Verb,Noun|Verb,A1,Kids,0,4,causes caused causing,0
320,1000,fall,/fɔːl/,"rơi, ngã, giảm xuống",Verb,Noun|Verb,A1,Kids,0,5,falls fell falling fallen,0
321,1000,deal,/diːl/,"thỏa thuận, giao dịch, vụ mua bán",Noun,Noun|Verb,A1,Kids,0,4,deals dealing dealt,0
322,1000,water,/ˈwɔːtər/,"nước, nước uống, vùng nước",Noun,Noun|Verb,A1,Kids,0,4,waters watered watering,0
323,1000,send,/sɛnd/,"gửi, gửi đi, phái đi",Verb,Verb,A1,Kids,0,4,sends sending sent,0
324,1000,allow,/əˈlaʊ/,"cho phép, chấp thuận, để cho",Verb,Verb,A1,Kids,0,4,allows allowed allowing,0
325,1000,soon,/suːn/,"sớm, chẳng bao lâu nữa",Adverb,Adverb,A1,Kids,0,3,sooner soonest,0
326,1000,watch,/wɑːtʃ/,"xem, theo dõi, canh chừng",Verb,Noun|Verb,A1,Kids,0,4,watches watched watching,0
327,1000,base,/beɪs/,"cơ sở, nền tảng, căn cứ",Noun,Noun|Verb|Adjective,A1,Kids,0,6,bases based basing baser basest,0
328,1000,probably,/ˈprɑːbəˌbliː/,"có lẽ, có thể, chắc là",Adverb,Adverb,A1,Kids,0,1,,0
329,1000,suggest,/səˈdʒɛst/,"gợi ý, đề nghị, cho thấy",Verb,Verb,A1,Kids,0,4,suggests suggested suggesting,0
330,1000,past,/pæst/,"trước đây, vừa qua, đã qua",Adjective,Adjective|Noun|Adverb|Preposition,A1,Kids,0,1,,0
331,1000,power,/ˈpaʊər/,"sức mạnh, quyền lực, năng lượng",Noun,Noun|Verb,A1,Kids,0,4,powers powered powering,0
332,1000,test,/tɛst/,"bài kiểm tra, cuộc thi; thử nghiệm",Noun,Noun|Verb,A1,Kids,0,4,tests tested testing,1
333,1000,visit,/ˈvɪzɪt/,"thăm, đến thăm, tham quan",Verb,Noun|Verb,A1,Kids,0,4,visits visited visiting,0
334,1000,center,/ˈsɛntər/,"trung tâm, tâm điểm, chính giữa",Noun,Noun,A1,Kids,0,7,centers centered centering centre centres centred,0
335,1000,grow,/ɡroʊ/,"lớn lên, phát triển, trồng",Verb,Verb,A1,Kids,0,5,grows grew growing grown,0
336,1000,nothing,/ˈnʌθɪŋ/,"không gì cả, không có gì",Pronoun,Pronoun|Noun|Adverb,A1,Grammar,1,1,,0
337,1000,return,/rɪˈtɜːrn/,"trở về, trả lại, quay lại",Verb,Noun|Verb,A1,Kids,0,4,returns returned returning,0
338,1000,mother,/ˈmʌðər/,"mẹ, người mẹ, má",Noun,Noun|Verb,A1,Kids,0,4,mothers mothered mothering,0
339,1000,walk,/wɔːk/,"đi bộ, đi dạo, bước đi",Verb,Noun|Verb,A1,Kids,0,4,walks walked walking,0
340,1000,matter,/ˈmætər/,"vấn đề, chuyện, vật chất",Noun,Noun|Verb,A1,Kids,0,4,matters mattered mattering,0
341,1000,mind,/maɪnd/,"tâm trí, trí óc, đầu óc",Noun,Noun|Verb,A1,Kids,0,4,minds minded minding,0
342,1000,value,/ˈvælju/,"giá trị, trị giá, giá trị đạo đức",Noun,Noun|Verb,A1,Kids,0,4,values valued valuing,0
343,1000,office,/ˈɔːfɪs/,"văn phòng, cơ quan, chức vụ",Noun,Noun,A1,Kids,0,2,offices,0
344,1000,record,/rəˈkɔːrd/,"hồ sơ, bản ghi, kỷ lục",Noun,Noun|Verb,A1,Kids,0,5,records recorded recording recordings,0
345,1000,stay,/steɪ/,"ở lại, lưu lại, giữ nguyên",Verb,Noun|Verb,A1,Kids,0,4,stays stayed staying,0
346,1000,force,/fɔːrs/,"lực lượng, sức mạnh, vũ lực",Noun,Noun|Verb,A1,Kids,0,4,forces forced forcing,0
347,1000,stop,/stɑːp/,"dừng, ngừng, dừng lại",Verb,Noun|Verb,A1,Kids,0,4,stops stopped stopping,0
348,1000,several,/ˈsɛvrəl/,"vài, một số, một vài",Determiner,Determiner|Adjective|Noun,A1,Grammar,1,1,,0
349,1000,light,/laɪt/,"ánh sáng, đèn, nguồn sáng",Noun,Noun|Adjective|Verb|Adverb,A1,Kids,0,6,lights lighted lit lighting lightest,0
350,1000,develop,/dɪˈvɛləp/,"phát triển, mở rộng, xây dựng",Verb,Verb,A1,Kids,0,4,develops developed developing,0
351,1000,remember,/rɪˈmɛmbər/,"nhớ, ghi nhớ, nhớ lại",Verb,Verb,A1,Kids,0,4,remembers remembered remembering,0
352,1000,bit,/bɪt/,"miếng nhỏ, chút ít, mẩu, mảnh",Noun,Noun|Verb,A1,Kids,0,3,bits bitted,0
353,1000,share,/ʃɛr/,"chia sẻ, chia phần, san sẻ",Verb,Noun|Verb,A1,Kids,0,4,shares shared sharing,0
354,1000,real,/riːl/,"thật, thực, có thật, thực tế",Adjective,Adjective|Noun,A1,Kids,0,2,realer,0
355,1000,answer,/ˈænsər/,"trả lời, đáp lại, hồi đáp",Verb,Noun|Verb,A1,Kids,0,4,answers answered answering,0
356,1000,sit,/sɪt/,"ngồi, ngồi xuống, có chỗ ngồi",Verb,Verb,A1,Kids,0,4,sits sat sitting,0
357,1000,figure,/ˈfɪɡjər/,"con số, hình dáng, nhân vật",Noun,Noun|Verb,A1,Kids,0,4,figures figured figuring,0
358,1000,letter,/ˈlɛtər/,"thư, lá thư; chữ cái",Noun,Noun|Verb,A1,Kids,0,4,letters lettering letterings,1
359,1000,decide,/ˌdɪˈsaɪd/,"quyết định, định đoạt, dứt khoát",Verb,Verb,A1,Kids,0,4,decides decided deciding,0
360,1000,language,/ˈlæŋɡwədʒ/,"ngôn ngữ, tiếng nói, tiếng",Noun,Noun,A1,Kids,0,2,languages,0
361,1000,subject,/səbˈdʒɛkt/,"chủ đề, môn học, đề tài",Noun,Noun|Adjective|Verb,A1,Kids,0,4,subjects subjected subjecting,0
362,1000,class,/klæs/,"lớp học, giai cấp, hạng",Noun,Noun,A1,Kids,0,4,classes classed classing,0
363,1000,development,/dɪˈvɛləpmənt/,"sự phát triển, sự mở mang",Noun,Noun,A1,Kids,0,2,developments,0
364,1000,town,/taʊn/,"thị trấn, thành phố nhỏ",Noun,Noun,A1,Kids,0,2,towns,0
365,1000,half,/hæf/,"một nửa, phân nửa, nửa",Noun,Noun|Adjective|Adverb,A1,Kids,0,4,halves halved halving,0
366,1000,minute,/ˈmɪnət/,"phút; lát, chốc lát",Noun,Noun|Verb|Adjective,A1,Kids,0,2,minutes,1
367,1000,food,/fuːd/,"thức ăn, đồ ăn, thực phẩm",Noun,Noun,A1,Kids,0,2,foods,0
368,1000,break,/breɪk/,"làm vỡ, bẻ gãy, phá vỡ",Verb,Noun|Verb,A1,Kids,0,5,breaks broke breaking broken,0
369,1000,clear,/klɪr/,"rõ ràng, trong suốt, sáng sủa",Adjective,Adjective|Adverb|Verb,A1,Kids,0,6,clears cleared clearing clearer clearest,0
370,1000,future,/ˈfjuːtʃər/,"tương lai, mai sau, ngày sau",Noun,Adjective|Noun,A1,Kids,0,2,futures,0
371,1000,either,/ˈiːðər/,"một trong hai, cái nào cũng được",Pronoun,Pronoun|Adjective|Noun|Conjunction|Adverb,A1,Grammar,1,1,,0
372,1000,ago,/əˈɡoʊ/,"cách đây, trước đây",Adverb,Adverb,A1,Kids,0,1,,0
373,1000,per,/pɜːr/,"mỗi, theo từng, trên mỗi",Preposition,Preposition|Noun,A1,Grammar,1,1,,0
374,1000,remain,/rɪˈmeɪn/,"còn lại, vẫn giữ, ở lại",Verb,Noun|Verb,A1,Kids,0,4,remains remained remaining,0
375,1000,top,/tɑːp/,"đỉnh, chóp, phần trên cùng",Noun,Noun|Adjective|Verb,A1,Kids,0,5,tops topped topping toppings,0
376,1000,among,/əˈmʌŋ/,"giữa, trong số, ở giữa",Preposition,Preposition,A1,Grammar,1,1,,0
377,1000,win,/wɪn/,"thắng, giành được, chiến thắng",Verb,Noun|Verb,A1,Kids,0,4,wins winning winnings,0
378,1000,color,/ˈkʌlər/,"màu, màu sắc, sắc màu",Noun,Noun,A1,Kids,0,9,colors colored coloring colorings colour colours coloured colouring,0
379,1000,involve,/ˌɪnˈvɑːlv/,"liên quan, bao gồm, dính líu",Verb,Verb,A1,Kids,0,4,involves involved involving,0
380,1000,reach,/riːtʃ/,"tới, đạt tới, với tay",Verb,Noun|Verb,A1,Kids,0,4,reaches reached reaching,0
381,1000,social,/ˈsoʊʃəl/,"thuộc xã hội, mang tính xã hội",Adjective,Adjective|Noun,A1,Kids,0,2,socials,0
382,1000,period,/ˈpɪriəd/,"thời kỳ, giai đoạn, tiết học",Noun,Noun|Adjective,A1,Kids,0,2,periods,0
383,1000,across,/əˈkrɔːs/,"ngang qua, băng qua, bên kia",Preposition,Adverb|Preposition,A1,Grammar,1,1,,0
384,1000,note,/noʊt/,"ghi chú, lời ghi, mẩu tin",Noun,Noun|Verb,A1,Kids,0,4,notes noted noting,0
385,1000,history,/ˈhɪstəri/,"lịch sử, sử học, quá khứ",Noun,Noun,A1,Kids,0,2,histories,0
386,1000,create,/kriˈeɪt/,"tạo ra, sáng tạo, tạo dựng",Verb,Verb,A1,Kids,0,4,creates created creating,0
387,1000,drive,/draɪv/,"lái xe, điều khiển; thúc đẩy",Verb,Noun|Verb,A1,Kids,0,5,drives drove driving driven,1
388,1000,along,/əˈlɔːŋ/,"dọc theo, theo, dọc",Preposition,Adverb|Preposition,A1,Grammar,1,1,,0
389,1000,type,/taɪp/,"loại, kiểu, hạng, dạng",Noun,Noun|Verb,A1,Kids,0,4,types typed typing,0
390,1000,sound,/saʊnd/,"âm thanh, tiếng động, tiếng",Noun,Adjective|Adverb|Noun|Verb,A1,Kids,0,4,sounds sounded sounding,0
391,1000,eye,/aɪ/,"mắt, con mắt, cặp mắt",Noun,Noun|Verb,A1,Kids,0,4,eyes eyed eyeing,0
392,1000,music,/ˈmjuːzɪk/,"âm nhạc, nhạc, bản nhạc",Noun,Noun,A1,Kids,0,1,,0
393,1000,game,/ɡeɪm/,"trò chơi, ván đấu, trận đấu",Noun,Noun|Verb|Adjective,A1,Kids,0,4,games gamed gaming,0
394,1000,political,/pəˈlɪtəkəl/,"thuộc chính trị, về chính trị",Adjective,Adjective|Noun,A1,Kids,0,1,,0
395,1000,free,/friː/,"tự do; miễn phí, không mất tiền",Adjective,Adjective|Adverb|Verb,A1,Kids,0,6,frees freed freeing freer freest,1
396,1000,receive,/rəˈsiːv/,"nhận, nhận được, tiếp nhận",Verb,Verb,A1,Kids,0,4,receives received receiving,0
397,1000,moment,/ˈmoʊmənt/,"khoảnh khắc, lúc, chốc lát",Noun,Noun,A1,Kids,0,2,moments,0
398,1000,sale,/seɪl/,"sự bán hàng, việc bán; đợt giảm giá",Noun,Noun,A1,Kids,0,2,sales,1
399,1000,policy,/ˈpɑːləsi/,"chính sách, đường lối",Noun,Noun,A1,Kids,0,2,policies,0
400,1000,further,/ˈfɜːrðər/,"xa hơn, thêm nữa, hơn nữa",Adverb,Adjective|Adverb|Verb,A1,Kids,0,4,furthers furthered furthering,0
